-5.0e0 -5.0e0 1.5e2 1.5e2
-4.79593e0 -5.0e0 1.4391953e2 1.4391953e2
-4.59186e0 -5.0e0 1.3792233e2 1.3792233e2
-4.38779e0 -5.0e0 1.3200851e2 1.3200851e2
-4.1837201e0 -5.0e0 1.261779e2 1.261779e2
-3.9796501e0 -5.0e0 1.20430588e2 1.20430588e2
-3.7755801e0 -5.0e0 1.14766632e2 1.14766632e2
-3.5715102e0 -5.0e0 1.09185898e2 1.09185898e2
-3.3674402e0 -5.0e0 1.03688446e2 1.03688446e2
-3.1633702e0 -5.0e0 9.8274277e1 9.8274277e1
-2.9593002e0 -5.0e0 9.2943477e1 9.2943477e1
-2.7552303e0 -5.0e0 8.7695895e1 8.7695895e1
-2.5511603e0 -5.0e0 8.2531593e1 8.2531593e1
-2.3470903e0 -5.0e0 7.7450635e1 7.7450635e1
-2.1430203e0 -5.0e0 7.245295e1 7.245295e1
-1.9389503e0 -5.0e0 6.7538518e1 6.7538518e1
-1.7348804e0 -5.0e0 6.270741e1 6.270741e1
-1.5308104e0 -5.0e0 5.7959592e1 5.7959592e1
-1.3267404e0 -5.0e0 5.3295062e1 5.3295062e1
-1.1226704e0 -5.0e0 4.8713788e1 4.8713788e1
-9.186005e-1 -5.0e0 4.4215836e1 4.4215836e1
-7.145305e-1 -5.0e0 3.9801164e1 3.9801164e1
-5.104605e-1 -5.0e0 3.5469783e1 3.5469783e1
-3.063905e-1 -5.0e0 3.1221683e1 3.1221683e1
-1.023206e-1 -5.0e0 2.705688e1 2.705688e1
1.017494e-1 -5.0e0 2.2975365e1 2.2975365e1
3.058194e-1 -5.0e0 1.897714e1 1.897714e1
5.098894e-1 -5.0e0 1.5062202e1 1.5062202e1
7.139594e-1 -5.0e0 1.1230547e1 1.1230547e1
9.180293e-1 -5.0e0 7.482188e0 7.482188e0
1.1220993e0 -5.0e0 3.81712e0 3.81712e0
1.3261693e0 -5.0e0 2.35347e-1 2.35347e-1
1.5302393e0 -5.0e0 -3.263164e0 -3.263164e0
1.7343092e0 -5.0e0 -6.678358e0 -6.678358e0
1.9383792e0 -5.0e0 -1.0010265e1 -1.0010265e1
2.1424492e0 -5.0e0 -1.3258908e1 -1.3258908e1
2.3465192e0 -5.0e0 -1.6424236e1 -1.6424236e1
2.5505891e0 -5.0e0 -1.9506306e1 -1.9506306e1
2.7546591e0 -5.0e0 -2.2505011e1 -2.2505011e1
2.9587291e0 -5.0e0 -2.5420496e1 -2.5420496e1
3.162799e0 -5.0e0 -2.8252701e1 -2.8252701e1
3.366869e0 -5.0e0 -3.1001541e1 -3.1001541e1
3.570939e0 -5.0e0 -3.366716e1 -3.366716e1
